Frequency (Hz),Red_X,Red_Y,Blue_X,Green_X,Orange_X,Orange_Y,Yellow_X,Yellow_Y,Pink_X,Pink_Y,Purple_X,Red2_X,Red2_Y,Blue2_X,Blue2_Y,Green2_X,Green2_Y,Orange2_X,Yellow2_X,Yellow2_Y,Pink2_X
38.574,0.0019,0.0057,1.0211,0.138,0.0263,0.0025,0.1295,0.1666,0.0163,0.1111,1.4827,0.1171,0.0239,0.0488,4.8561,0.0171,0.0847,0.1045,0.0057,0.0154,6.8343
38.6739,0.0028,0.0067,0.8975,0.118,0.0224,0.0032,0.1138,0.1874,0.013,0.1149,1.0904,0.1079,0.023,0.042,11.6332,0.0206,0.0762,0.1024,0.0079,0.0175,8.1361
38.7738,0.0038,0.0081,0.8105,0.1658,0.0179,0.0043,0.0838,0.1927,0.0333,0.1049,0.6536,0.1055,0.0244,0.0306,23.5798,0.0257,0.0712,0.0997,0.0114,0.0206,9.5244
38.8738,0.0047,0.0095,0.7502,0.1389,0.0154,0.005,0.052,0.1826,0.0458,0.0885,0.677,0.1195,0.0281,0.0261,29.6114,0.0299,0.0676,0.0962,0.0125,0.0209,10.8473
38.9737,0.0053,0.0105,0.704,0.1166,0.0173,0.0053,0.0525,0.1602,0.0459,0.0809,0.9049,0.1443,0.0321,0.0348,28.6062,0.032,0.063,0.0919,0.0103,0.0174,11.9304
39.0736,0.0055,0.0109,0.6621,0.1437,0.0221,0.005,0.0842,0.1319,0.0337,0.0895,0.6987,0.1669,0.0346,0.0447,21.0179,0.032,0.0563,0.0866,0.0057,0.0109,12.627
39.1735,0.0055,0.0106,0.6208,0.1451,0.0271,0.0044,0.1138,0.1092,0.0145,0.1017,0.1288,0.1779,0.0347,0.048,8.709,0.0304,0.0475,0.0807,0.0033,0.0052,12.8537
39.2735,0.0051,0.0098,0.5841,0.2485,0.0306,0.0038,0.1295,0.1071,0.0188,0.1041,1.096,0.174,0.0322,0.0433,5.8697,0.0284,0.0378,0.0743,0.0075,0.0075,12.6054
39.3734,0.0045,0.0083,0.5632,0.1854,0.0317,0.0035,0.1282,0.1286,0.0392,0.0926,1.5873,0.1582,0.0281,0.0343,19.0626,0.027,0.0291,0.0682,0.0102,0.0104,11.9505
39.4733,0.004,0.0064,0.5717,0.2427,0.0301,0.0039,0.1122,0.1611,0.0516,0.0722,1.7144,0.1408,0.0248,0.0297,28.5607,0.027,0.0234,0.0629,0.0097,0.0093,11.0057
39.5733,0.0037,0.0044,0.6179,0.2036,0.0259,0.0047,0.0894,0.1935,0.0515,0.0577,1.3292,0.1365,0.0246,0.035,32.5497,0.0278,0.0215,0.059,0.0062,0.0041,9.9011
39.6732,0.0039,0.0028,0.6986,0.0796,0.0198,0.0054,0.0744,0.2194,0.0392,0.0624,0.6571,0.1506,0.0276,0.0426,30.618,0.0285,0.022,0.0569,0.0025,0.0038,8.7502
39.7731,0.0046,0.0027,0.8026,0.1058,0.0137,0.0058,0.0789,0.235,0.0212,0.0741,0.2261,0.1718,0.031,0.045,23.929,0.028,0.024,0.0566,0.0067,0.0116,7.6455
39.8731,0.0054,0.0039,0.917,0.109,0.0122,0.0056,0.0935,0.2376,0.0234,0.0766,0.9224,0.1862,0.0328,0.0405,15.8647,0.0261,0.0287,0.0579,0.011,0.0171,6.6866
39.973,0.0061,0.0052,1.031,0.0504,0.0174,0.0048,0.1022,0.2253,0.0429,0.0651,0.8171,0.1865,0.0318,0.0324,14.0821,0.0231,0.0375,0.0605,0.0124,0.0183,6.0131
40.0729,0.0065,0.006,1.1366,0.0735,0.0246,0.0035,0.0976,0.1976,0.0564,0.0449,0.5164,0.1728,0.0287,0.0286,20.4616,0.0202,0.0499,0.0638,0.0104,0.0153,5.77
40.1729,0.0066,0.0063,1.2287,0.0447,0.0307,0.0023,0.079,0.1566,0.0574,0.0359,0.8202,0.153,0.025,0.0337,26.9427,0.019,0.0642,0.0675,0.0063,0.0107,5.9795
40.2728,0.0063,0.006,1.3042,0.1011,0.0346,0.0029,0.0532,0.1097,0.0458,0.0522,1.3551,0.1415,0.0236,0.0404,29.9891,0.0204,0.0783,0.0716,0.0054,0.0121,6.489
40.3727,0.0057,0.0052,1.3625,0.1467,0.0356,0.005,0.0433,0.0816,0.0263,0.0694,1.4986,0.1484,0.0258,0.0419,29.0189,0.0234,0.0908,0.0758,0.0097,0.0187,7.1141
40.4727,0.0049,0.004,1.4047,0.2196,0.0336,0.0074,0.0666,0.1065,0.0197,0.0741,1.4004,0.167,0.0294,0.0367,24.9961,0.0269,0.101,0.0803,0.0129,0.0236,7.7936
40.5726,0.004,0.0029,1.4337,0.2976,0.029,0.0096,0.096,0.1582,0.0376,0.065,0.6766,0.1824,0.032,0.028,20.196,0.0302,0.1091,0.0847,0.013,0.0241,8.6274
40.6725,0.0035,0.0027,1.453,0.2591,0.0226,0.0113,0.1153,0.2062,0.0522,0.0507,0.432,0.1848,0.0318,0.0247,17.9589,0.0335,0.1163,0.089,0.0099,0.0197,9.7904
40.7725,0.0035,0.0035,1.4665,0.295,0.0165,0.0124,0.1187,0.2372,0.055,0.0518,1.1237,0.1717,0.0287,0.0313,19.9925,0.0378,0.1245,0.0929,0.005,0.0118,11.3747
40.8724,0.0041,0.0047,1.4777,0.2018,0.0146,0.0127,0.1046,0.2443,0.0449,0.0709,1.3166,0.1487,0.024,0.0387,24.0391,0.0436,0.1351,0.0963,0.0043,0.0049,13.2961
40.9723,0.0047,0.0057,1.4889,0.1895,0.019,0.0122,0.075,0.2249,0.0252,0.0886,1.032,0.1291,0.0202,0.0402,27.5366,0.0511,0.1485,0.0994,0.0084,0.0084,15.3392
41.0723,0.0053,0.0062,1.5009,0.1348,0.0256,0.0112,0.0346,0.1805,0.0122,0.094,0.828,0.128,0.0204,0.0344,29.3024,0.0593,0.1638,0.102,0.0106,0.0123,17.2619
41.1722,0.0056,0.0061,1.5126,0.1423,0.0313,0.0098,0.0115,0.1172,0.0299,0.0857,0.8225,0.1441,0.0241,0.0246,29.0061,0.0671,0.1789,0.1043,0.0095,0.0118,18.877
41.2721,0.0055,0.0054,1.5214,0.1498,0.0348,0.0084,0.0535,0.0517,0.0449,0.0719,1.1724,0.1618,0.0277,0.0211,26.8333,0.0736,0.1919,0.1059,0.0057,0.007,20.0909
41.3721,0.005,0.0042,1.5242,0.0923,0.0356,0.0077,0.087,0.0652,0.0484,0.0695,1.0957,0.168,0.0289,0.0294,23.5314,0.0779,0.2011,0.1069,0.0028,0.0008,20.9004
41.472,0.0042,0.0029,1.5174,0.1519,0.0337,0.008,0.107,0.1302,0.0393,0.0844,0.5591,0.1581,0.027,0.0381,20.6452,0.0797,0.2061,0.107,0.0068,0.0088,21.3552
41.5719,0.0032,0.0026,1.4979,0.0278,0.0295,0.009,0.1109,0.1833,0.0204,0.1013,0.5619,0.1348,0.0223,0.0404,20.1426,0.0794,0.2073,0.1064,0.0103,0.0146,21.502
41.6719,0.0022,0.0041,1.4635,0.0627,0.0243,0.0102,0.0991,0.2125,0.0071,0.1078,1.2466,0.1087,0.0166,0.0349,22.3522,0.0777,0.2061,0.1052,0.011,0.0165,21.3391
41.7718,0.0016,0.0063,1.4132,0.12,0.02,0.0111,0.0744,0.2131,0.0272,0.1005,1.5808,0.0972,0.0135,0.0253,25.2537,0.0759,0.2045,0.1034,0.0087,0.0139,20.8091
41.8717,0.002,0.0084,1.3472,0.1423,0.0192,0.0114,0.0429,0.1852,0.0412,0.0856,1.495,0.1076,0.0153,0.0222,26.6217,0.075,0.2043,0.1012,0.0049,0.0082,19.8363
41.9717,0.0028,0.0101,1.267,0.1268,0.0224,0.0111,0.0225,0.133,0.0436,0.0781,0.9771,0.125,0.0188,0.0315,25.181,0.0755,0.206,0.0986,0.0048,0.0059,18.3917
42.0716,0.0035,0.0113,1.1751,0.298,0.027,0.0102,0.0428,0.0643,0.0336,0.088,0.3758,0.1334,0.0206,0.0415,20.6824,0.077,0.2091,0.0954,0.0086,0.0117,16.5543
42.1715,0.0039,0.0119,1.0754,0.1575,0.0308,0.009,0.068,0.0142,0.0141,0.1042,0.7159,0.1262,0.0193,0.0452,13.8088,0.0784,0.2118,0.0919,0.011,0.0166,14.552
42.2715,0.0039,0.0117,0.972,0.2822,0.0325,0.0078,0.0839,0.0834,0.0111,0.1124,0.8885,0.1048,0.0149,0.0412,6.2567,0.0787,0.212,0.0882,0.0107,0.0177,12.76
42.3714,0.0036,0.011,0.8703,0.237,0.0318,0.0071,0.0876,0.1406,0.0323,0.1066,0.4467,0.0788,0.0088,0.0324,4.5698,0.0769,0.2082,0.0846,0.0081,0.0152,11.6041
42.4713,0.0029,0.0097,0.7761,0.1802,0.0289,0.0071,0.0792,0.1764,0.0453,0.0898,0.413,0.0693,0.0063,0.0275,9.2844,0.0727,0.1998,0.081,0.0057,0.0117,11.3103
42.5713,0.0019,0.0082,0.696,0.2866,0.0246,0.0077,0.0608,0.1869,0.0462,0.0737,1.1673,0.0866,0.0115,0.0333,11.7328,0.0663,0.1873,0.0774,0.0074,0.0123,11.7023
42.6712,0.0009,0.0071,0.6373,0.1347,0.0207,0.0084,0.0359,0.1719,0.0345,0.0733,1.5345,0.1104,0.017,0.0423,10.7805,0.0588,0.1721,0.0738,0.0104,0.0167,12.3718
42.7711,0.0007,0.0069,0.6066,0.3226,0.0197,0.0088,0.0098,0.1355,0.0152,0.0857,1.639,0.1241,0.0199,0.0464,7.14,0.0512,0.1566,0.0699,0.0116,0.0201,13.0012
42.8711,0.0017,0.0078,0.608,0.1738,0.0224,0.0086,0.0179,0.0847,0.0193,0.0949,1.1783,0.1218,0.0194,0.0432,5.55,0.0451,0.1432,0.0658,0.0105,0.0203,13.4966
42.971,0.0028,0.0093,0.641,0.2057,0.0271,0.0079,0.0364,0.0299,0.0412,0.0916,0.2307,0.1052,0.0161,0.0347,11.0762,0.0414,0.1339,0.0615,0.0076,0.0171,13.9592
43.0709,0.0035,0.0108,0.7009,0.1845,0.0314,0.0066,0.0462,0.03,0.0557,0.0751,0.5879,0.0835,0.0118,0.0281,17.5113,0.04,0.1289,0.057,0.0056,0.012,14.5898
43.1709,0.004,0.0119,0.7806,0.0673,0.0338,0.0052,0.0455,0.0696,0.0574,0.0517,1.0398,0.0759,0.0113,0.0314,21.9622,0.0398,0.1269,0.0523,0.007,0.0087,15.5711
43.2708,0.004,0.0124,0.8731,0.1323,0.0338,0.0042,0.0346,0.0929,0.046,0.0367,0.8543,0.0927,0.0163,0.0394,23.2809,0.0394,0.126,0.0474,0.009,0.01,16.9804
43.3707,0.0037,0.0123,0.9716,0.0464,0.0311,0.0044,0.0158,0.0961,0.027,0.0424,0.7325,0.1174,0.0221,0.0437,21.2235,0.038,0.1243,0.0421,0.0095,0.0123,18.784
43.4706,0.003,0.0115,1.0698,0.0854,0.0263,0.0054,0.0103,0.0799,0.0237,0.0515,0.8003,0.1338,0.0257,0.0414,16.3998,0.0354,0.1209,0.0368,0.0082,0.0129,20.8921
43.5706,0.0021,0.0102,1.1611,0.0962,0.0206,0.0067,0.0349,0.0484,0.0439,0.0505,1.2865,0.1352,0.0261,0.0341,10.3601,0.0319,0.1158,0.0319,0.0067,0.0123,23.2101
43.6705,0.0014,0.0085,1.2396,0.2059,0.0167,0.0076,0.0567,0.0102,0.0608,0.0378,1.4285,0.1217,0.0234,0.0289,6.6872,0.0281,0.1097,0.0279,0.0072,0.013,25.6546
43.7704,0.0017,0.0067,1.2991,0.158,0.018,0.0078,0.0713,0.0356,0.0653,0.0179,1.09,0.1001,0.0189,0.0324,8.9627,0.0244,0.1034,0.0255,0.0092,0.0158,28.1411
43.8704,0.0027,0.0053,1.3341,0.2357,0.0235,0.0074,0.0759,0.071,0.0559,0.0109,0.2976,0.0857,0.0159,0.04,12.1184,0.0216,0.0981,0.0249,0.0105,0.0192,30.5669
43.9703,0.0038,0.0048,1.3397,0.1766,0.0296,0.0062,0.0693,0.0944,0.0363,0.0247,0.7557,0.0937,0.018,0.0441,13.019,0.0204,0.0951,0.0261,0.0102,0.0214,32.8027
44.0702,0.0047,0.0053,1.3121,0.1519,0.0344,0.0044,0.0525,0.1019,0.0219,0.0295,1.2235,0.1162,0.0233,0.0417,11.0721,0.0213,0.0955,0.0287,0.0087,0.0216,34.7012
44.1702,0.0053,0.0062,1.249,0.1607,0.0366,0.0022,0.0289,0.0931,0.0366,0.0215,1.4161,0.136,0.0279,0.0347,6.6127,0.0248,0.1002,0.0325,0.0069,0.0201,36.1171
44.2701,0.0056,0.007,1.1491,0.2207,0.036,0.0011,0.0163,0.0709,0.0552,0.0089,1.1175,0.1433,0.0299,0.0299,0.5942,0.0302,0.109,0.0369,0.0063,0.0176,36.9356
44.37,0.0054,0.0074,1.0133,0.2668,0.0325,0.0031,0.0388,0.0445,0.0631,0.0292,0.7091,0.1363,0.0288,0.0337,6.1038,0.0366,0.1209,0.0413,0.0066,0.0153,37.1019
44.47,0.0049,0.0072,0.8439,0.2994,0.0269,0.0053,0.0628,0.0405,0.0571,0.0546,0.7138,0.1192,0.0255,0.0413,11.9446,0.0431,0.1343,0.0453,0.0067,0.0135,36.6438
44.5699,0.0041,0.0065,0.6451,0.2482,0.0206,0.0069,0.0791,0.0673,0.039,0.0722,1.1109,0.1041,0.0226,0.0452,15.9595,0.0487,0.1472,0.0486,0.0059,0.012,35.6813
44.6698,0.0033,0.0054,0.4229,0.1641,0.0166,0.0079,0.0846,0.0969,0.0169,0.0768,0.7713,0.1057,0.0231,0.0422,17.3923,0.053,0.1583,0.0511,0.0047,0.0104,34.415
44.7698,0.0028,0.0039,0.1866,0.1032,0.0183,0.0081,0.0785,0.1189,0.0227,0.0682,0.1022,0.1246,0.0274,0.0339,15.9672,0.0557,0.1666,0.053,0.0043,0.0086,33.0849
44.8697,0.0031,0.0023,0.0845,0.0799,0.0242,0.0076,0.062,0.1306,0.042,0.0552,0.7509,0.1466,0.0326,0.0272,12.0326,0.0572,0.1721,0.0545,0.0049,0.0072,31.9029
44.9696,0.0039,0.001,0.3207,0.1202,0.0304,0.0063,0.038,0.1332,0.052,0.0579,1.3466,0.1596,0.036,0.0306,7.0265,0.0582,0.1756,0.0554,0.0055,0.0067,30.981
45.0696,0.0049,0.0014,0.5573,0.149,0.0349,0.0048,0.012,0.1304,0.0489,0.08,1.6176,0.1584,0.0363,0.0394,6.1079,0.0598,0.1786,0.0556,0.0053,0.0073,30.2972
45.1695,0.0058,0.0025,0.7754,0.209,0.037,0.0036,0.0199,0.1278,0.0339,0.103,1.4974,0.1434,0.0335,0.0443,10.7418,0.0629,0.183,0.0551,0.0043,0.0083,29.7244
45.2694,0.0063,0.0033,0.9652,0.0429,0.0363,0.0042,0.0425,0.1307,0.0113,0.1147,0.7152,0.1209,0.0284,0.0418,14.7418,0.0676,0.1896,0.0536,0.0032,0.0094,29.1088
45.3694,0.0065,0.0036,1.1183,0.12,0.033,0.0061,0.0589,0.1414,0.0129,0.1112,0.2713,0.1033,0.0233,0.033,15.8424,0.073,0.1985,0.0512,0.003,0.0105,28.3435
45.4693,0.0063,0.0035,1.2274,0.0711,0.0281,0.0081,0.0673,0.1586,0.0317,0.0966,0.766,0.1028,0.0209,0.0249,13.2752,0.078,0.2083,0.0484,0.0038,0.0115,27.4029
45.5692,0.0057,0.003,1.287,0.2864,0.0232,0.0097,0.0679,0.1788,0.0403,0.0832,0.7776,0.1166,0.022,0.0285,7.2517,0.0814,0.217,0.0454,0.0048,0.0123,26.3277
45.6692,0.005,0.0022,1.2937,0.2426,0.0207,0.0107,0.0621,0.1987,0.0366,0.0861,0.4941,0.1302,0.0241,0.0389,2.8096,0.0826,0.2229,0.0426,0.0056,0.013,25.1828
45.7691,0.0041,0.0019,1.2458,0.3035,0.0224,0.0109,0.0519,0.2143,0.0219,0.1026,0.6381,0.1335,0.0246,0.0458,11.7292,0.0814,0.225,0.0403,0.006,0.0136,24.021
45.869,0.0034,0.0027,1.1447,0.3248,0.0268,0.0103,0.0393,0.2222,0.0016,0.1169,1.1767,0.1238,0.0224,0.0449,20.2173,0.0786,0.223,0.0386,0.0065,0.0142,22.8865
45.969,0.0033,0.0041,0.9942,0.1636,0.0312,0.0089,0.0253,0.219,0.0217,0.1194,1.5788,0.1052,0.0179,0.0366,25.6271,0.075,0.2181,0.0376,0.007,0.0146,21.8666
46.0689,0.0037,0.0055,0.8023,0.239,0.0342,0.0072,0.0103,0.2033,0.0382,0.1086,1.4568,0.0899,0.0131,0.0263,26.4448,0.0722,0.2122,0.0371,0.0077,0.0143,21.1572
46.1688,0.0044,0.0068,0.5849,0.0794,0.0348,0.0056,0.0058,0.1762,0.0443,0.0903,0.8204,0.0932,0.0124,0.0257,22.225,0.0709,0.2074,0.0369,0.0082,0.0131,21.066
46.2688,0.005,0.0078,0.3848,0.1949,0.0332,0.005,0.0219,0.1439,0.0384,0.0763,0.1927,0.1132,0.0165,0.0354,14.4702,0.0713,0.2054,0.037,0.008,0.0108,21.8795
46.3687,0.0054,0.0084,0.3377,0.117,0.0297,0.0057,0.0367,0.1209,0.0225,0.0759,0.7762,0.1341,0.0208,0.0437,11.4185,0.0726,0.2068,0.0371,0.0071,0.0077,23.6503
46.4686,0.0055,0.0086,0.5214,0.1494,0.0256,0.0072,0.0481,0.1255,0.0124,0.0831,1.1293,0.1449,0.0229,0.0448,21.0521,0.0737,0.2106,0.0371,0.0059,0.0061,26.1209
46.5686,0.0053,0.0085,0.7915,0.126,0.0229,0.0085,0.054,0.1546,0.0311,0.0854,1.0696,0.1417,0.0218,0.038,32.5676,0.0736,0.2151,0.037,0.0055,0.0085,28.8592
46.6685,0.0048,0.0081,1.074,0.0395,0.0233,0.0092,0.0532,0.188,0.0485,0.0772,0.8055,0.1275,0.0183,0.0271,40.4914,0.0724,0.2187,0.0365,0.0065,0.0122,31.4459
46.7684,0.004,0.0077,1.3425,0.0358,0.0266,0.0092,0.0458,0.2107,0.0557,0.0598,0.7806,0.1129,0.0145,0.0219,42.5043,0.0708,0.2207,0.0356,0.008,0.0152,33.5905
46.8684,0.0032,0.0073,1.5818,0.1198,0.0308,0.0083,0.0344,0.2145,0.0505,0.04,1.2635,0.1127,0.0149,0.0289,37.9398,0.07,0.2212,0.0339,0.0086,0.0168,35.1706
46.9683,0.0024,0.0073,1.7807,0.1111,0.0339,0.0067,0.0261,0.1962,0.0353,0.0292,1.2286,0.1313,0.0199,0.0373,28.0074,0.0712,0.2213,0.0311,0.0082,0.0179,36.2187
47.0682,0.002,0.0076,1.9308,0.1703,0.035,0.0046,0.0302,0.1569,0.0216,0.0313,0.6295,0.1562,0.0257,0.0398,17.3473,0.0749,0.2224,0.0273,0.0078,0.0196,36.8683
47.1682,0.002,0.0082,2.0262,0.2107,0.0337,0.0024,0.0407,0.1019,0.0315,0.0325,0.201,0.1753,0.03,0.0352,18.155,0.0805,0.2258,0.0225,0.0086,0.0225,37.2765
47.2681,0.0024,0.0089,2.0634,0.1762,0.0302,0.0022,0.0482,0.0452,0.0487,0.0253,0.9703,0.1831,0.032,0.0265,28.8322,0.0866,0.2318,0.0169,0.0104,0.0254,37.5512
47.368,0.0028,0.0095,2.0413,0.2786,0.0254,0.0042,0.0484,0.056,0.0577,0.0105,1.384,0.1817,0.0327,0.022,37.4853,0.0921,0.2399,0.011,0.0118,0.0268,37.718
47.4679,0.003,0.0098,1.9613,0.1795,0.0213,0.0063,0.0406,0.1128,0.0544,0.0088,1.551,0.1798,0.0338,0.0278,39.8312,0.0962,0.249,0.0049,0.0118,0.026,37.7418
47.5679,0.0029,0.01,1.8274,0.3003,0.0208,0.0079,0.0271,0.161,0.0402,0.0249,1.0599,0.1877,0.037,0.0356,34.7178,0.0991,0.2576,0.0012,0.0103,0.0234,37.5852
47.6678,0.0027,0.0098,1.6454,0.2052,0.0244,0.0086,0.0175,0.1909,0.0226,0.0342,0.5251,0.2085,0.0421,0.0388,22.9727,0.1012,0.2647,0.0076,0.0086,0.0209,37.2616
47.7677,0.0022,0.0095,1.4235,0.2247,0.0299,0.0085,0.0271,0.199,0.0243,0.0346,0.7215,0.2349,0.0475,0.0361,8.006,0.1032,0.2696,0.0142,0.0087,0.0208,36.8482
47.8677,0.0016,0.0089,1.1715,0.2187,0.0348,0.0075,0.0418,0.1852,0.0406,0.0293,0.9025,0.2563,0.0512,0.0303,13.5193,0.1057,0.2723,0.0208,0.0105,0.0229,36.4472
47.9676,0.001,0.0084,0.9002,0.1148,0.0378,0.0059,0.0508,0.1525,0.0506,0.03,0.4771,0.2657,0.0523,0.0275,28.7269,0.1086,0.273,0.0274,0.0118,0.0248,36.1158
48.0675,0.0008,0.0078,0.622,0.2124,0.0382,0.0042,0.0505,0.1063,0.0492,0.0426,0.338,0.262,0.0507,0.031,39.2954,0.1116,0.272,0.0335,0.0114,0.0247,35.8104
48.1675,0.0012,0.0073,0.3513,0.0476,0.0358,0.0036,0.0404,0.0549,0.0365,0.057,0.8628,0.2505,0.0475,0.0357,42.8893,0.1138,0.2699,0.039,0.0094,0.0224,35.3858
48.2674,0.0017,0.007,0.1255,0.1735,0.0311,0.0053,0.0219,0.028,0.018,0.0647,1.5108,0.2413,0.0448,0.0368,39.2167,0.1144,0.2668,0.0437,0.0071,0.0192,34.6534
48.3673,0.0022,0.0068,0.1912,0.1096,0.0253,0.0078,0.0064,0.0639,0.0165,0.0633,1.6586,0.2436,0.0444,0.033,30.4244,0.1131,0.2628,0.048,0.007,0.0172,33.4638
48.4673,0.0025,0.0067,0.3771,0.037,0.0207,0.0102,0.0287,0.101,0.033,0.0557,1.292,0.2575,0.0463,0.0272,23.1118,0.1098,0.2581,0.0518,0.0088,0.0171,31.7699
48.5672,0.0027,0.0066,0.5311,0.1039,0.0205,0.0121,0.0497,0.1257,0.0431,0.0508,0.3882,0.2746,0.0488,0.0257,27.2442,0.1052,0.2525,0.0553,0.0095,0.0173,29.6506
