Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Green_Y,Orange_X,Orange_Y,Yellow_X,Pink_X,Pink_Y,Purple_X,Purple_Y,Red2_X,Red2_Y,Blue2_X,Green2_X,Orange2_X,Orange2_Y,Yellow2_X,Yellow2_Y,Pink2_X,Pink2_Y
58.2607,1.3095,6.0507,0.0619,0.0044,0.5528,0.1692,0.3641,0.7228,0.4131,0.0664,0.0778,0.1011,0.303,0.1084,0.0106,0.7598,0.2219,0.299,0.4963,1.2811,0.4073,0.5095,0.0477
58.3606,1.3928,6.1434,0.0589,0.0056,0.415,0.1521,0.3847,0.8107,0.3694,0.1075,0.0785,0.1111,0.3225,0.101,0.0121,0.8892,0.2158,0.2814,0.5979,2.3919,0.3081,0.2572,0.0713
58.4605,1.2238,5.6988,0.0645,0.007,0.1492,0.137,0.2946,1.7591,0.3454,0.1554,0.0812,0.1255,0.3487,0.0979,0.0124,0.8443,0.2699,0.2492,0.7084,2.4384,0.5242,0.078,0.0768
58.5605,1.3587,5.9726,0.0777,0.0085,0.2834,0.1286,0.4262,1.3447,0.1392,0.2104,0.0856,0.1429,0.376,0.1008,0.0116,0.594,0.2481,0.2029,0.8044,1.6055,0.5254,0.3873,0.0597
58.6604,1.2807,5.8845,0.094,0.0101,0.1505,0.1299,0.5667,1.4555,0.1603,0.271,0.0912,0.1612,0.3993,0.1083,0.0096,1.4392,0.2257,0.1491,0.8658,2.746,0.4066,0.5701,0.0297
58.7603,1.2406,5.4742,0.1094,0.0116,0.1994,0.1396,0.4316,0.931,0.3509,0.3333,0.0972,0.1787,0.4143,0.1167,0.0066,1.0466,0.2742,0.1105,0.8772,2.7681,0.5326,0.5673,0.0235
58.8603,1.3207,6.0195,0.1215,0.013,0.554,0.1535,0.4248,0.4377,0.388,0.392,0.1031,0.1939,0.4188,0.1223,0.0031,0.4052,0.2576,0.1274,0.8296,1.905,0.5528,0.3799,0.0502
58.9602,1.2333,5.3929,0.1289,0.0142,0.3889,0.1676,0.3915,0.4703,0.4703,0.4413,0.1085,0.206,0.4123,0.1225,0.0026,0.5881,0.1879,0.1881,0.721,3.0285,0.4949,0.0692,0.0645
59.0601,1.227,5.6469,0.1309,0.0153,0.102,0.1791,0.3412,0.3997,0.2438,0.476,0.1133,0.2147,0.396,0.1159,0.0065,0.83,0.231,0.2565,0.557,3.0055,0.5919,0.2658,0.0566
59.1601,1.3176,5.6931,0.1277,0.0162,0.2736,0.1866,0.3911,0.4164,0.0098,0.4923,0.1172,0.2204,0.3723,0.103,0.0104,0.9118,0.2651,0.3155,0.3517,2.0937,0.5761,0.5152,0.0311
59.26,1.1459,5.2766,0.1201,0.0169,0.1524,0.1893,0.5021,0.9299,0.1079,0.4885,0.1202,0.2231,0.3448,0.0861,0.0138,0.833,0.1906,0.3568,0.1425,3.2209,0.5078,0.5994,0.0043
59.3599,1.2956,5.6405,0.1093,0.0175,0.1619,0.1871,0.459,0.9718,0.3773,0.465,0.1219,0.2231,0.3174,0.0708,0.0162,1.1197,0.1445,0.3762,0.189,3.1914,0.6322,0.4943,0.0354
59.4599,1.2233,5.4475,0.0971,0.0179,0.3942,0.1801,0.4273,0.8888,0.3116,0.4246,0.122,0.2203,0.2938,0.0671,0.0174,1.3361,0.2043,0.3723,0.412,2.2297,0.6476,0.2346,0.0513
59.5598,1.1695,5.2439,0.0854,0.0182,0.2552,0.1689,0.4554,0.9344,0.3231,0.3715,0.1205,0.2145,0.2765,0.0803,0.0174,1.1033,0.1881,0.346,0.624,3.3466,0.519,0.0919,0.045
59.6597,1.3001,5.6336,0.0761,0.0184,0.2075,0.1543,0.3732,0.5806,0.1906,0.3116,0.1175,0.2062,0.266,0.1034,0.0162,1.7331,0.1062,0.3001,0.8024,3.3531,0.5643,0.3788,0.0219
59.7597,1.1399,5.218,0.0701,0.0185,0.1683,0.1377,0.3693,0.6134,0.1194,0.2512,0.1134,0.1961,0.2613,0.1279,0.0138,1.5564,0.1195,0.2384,0.9396,2.3255,0.6469,0.5315,0.0384
59.8596,1.2438,5.3508,0.0675,0.0185,0.11,0.1214,0.3801,0.5051,0.2668,0.1971,0.1092,0.1861,0.2602,0.1483,0.0107,0.3594,0.1541,0.1651,1.0342,3.3215,0.5805,0.5023,0.0835
59.9595,1.2213,5.5593,0.0668,0.0186,0.1185,0.109,0.4813,0.6773,0.4537,0.1574,0.106,0.1786,0.2606,0.1617,0.0076,0.3672,0.1168,0.0844,1.0889,3.3265,0.5252,0.3023,0.1177
