Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Green_Y,Orange_X,Orange_Y,Yellow_X,Yellow_Y,Pink_X,Pink_Y,Purple_X,Purple_Y,Red2_X,Red2_Y,Blue2_X,Blue2_Y,Green2_X,Green2_Y,Orange2_X,Orange2_Y,Yellow2_X,Yellow2_Y,Pink2_X,Pink2_Y
20.9858,0.0157,0.0132,0.1928,0.0664,0.1214,0.2666,0.0722,0.086,0.1751,0.0793,0.3789,0.2173,4.0664,0.5577,0.0602,0.1041,0.3259,0.1649,0.4164,607.5598,0.133,0.1924,0.353,0.3867,0.2221,0.367
21.0858,0.0225,0.0262,0.1862,0.088,0.1018,0.2809,0.072,0.0503,0.1947,0.0725,0.3391,0.2417,3.69,0.815,0.0617,0.097,0.332,0.1831,0.4224,436.8791,0.1393,0.1701,0.3274,0.3759,0.1751,0.2474
21.1857,0.0315,0.0365,0.1788,0.1096,0.0812,0.2794,0.0709,0.0107,0.2142,0.072,0.3025,0.2686,3.7407,1.204,0.0654,0.0891,0.3355,0.2242,0.4197,237.7961,0.144,0.1484,0.3181,0.3635,0.1723,0.128
21.2856,0.0385,0.0429,0.1732,0.1261,0.0653,0.2623,0.0691,0.0409,0.2248,0.0776,0.2842,0.3087,3.911,1.2949,0.0704,0.0832,0.3326,0.2577,0.4117,162.9289,0.1471,0.1297,0.3307,0.3544,0.2097,0.0997
21.3856,0.042,0.0449,0.1705,0.1341,0.061,0.2312,0.0674,0.0877,0.2221,0.0865,0.2881,0.3633,4.5449,1.6694,0.0751,0.0819,0.3233,0.2676,0.4042,334.0466,0.1482,0.1164,0.3559,0.3524,0.2546,0.2045
21.4855,0.0416,0.0423,0.1707,0.1319,0.0696,0.1892,0.0671,0.132,0.2063,0.0953,0.3032,0.4211,6.2307,0.3743,0.0778,0.0863,0.3119,0.2493,0.4033,518.6403,0.1476,0.1103,0.3781,0.3579,0.285,0.3194
21.5854,0.0372,0.0354,0.1729,0.119,0.0839,0.1408,0.0696,0.1704,0.1821,0.1017,0.3152,0.4662,4.3476,0.7107,0.0772,0.0951,0.3045,0.2073,0.4128,650.9139,0.1454,0.1112,0.3856,0.3678,0.2912,0.4163
21.6854,0.0296,0.0251,0.1763,0.0966,0.0975,0.0932,0.0754,0.2005,0.1594,0.1041,0.3159,0.4853,2.9446,1.0762,0.0728,0.1053,0.3055,0.1574,0.4316,709.657,0.1423,0.1172,0.3741,0.3766,0.2708,0.4852
21.7853,0.0206,0.0125,0.1804,0.0686,0.1072,0.0619,0.0836,0.2204,0.1508,0.1017,0.3067,0.4708,2.3164,1.2861,0.0654,0.1145,0.3139,0.1333,0.4545,687.4297,0.1392,0.1257,0.3476,0.3792,0.2264,0.5206
21.8852,0.0147,0.0016,0.1842,0.0462,0.1118,0.0695,0.0921,0.2291,0.162,0.0944,0.296,0.4215,1.7911,1.2508,0.0566,0.1206,0.3238,0.1609,0.4746,587.8605,0.1369,0.1347,0.3184,0.3733,0.1654,0.5197
21.9852,0.0181,0.0146,0.1864,0.0513,0.1112,0.0986,0.0993,0.2265,0.1846,0.0833,0.2955,0.3432,2.4153,1.1517,0.05,0.1226,0.3285,0.2109,0.4855,424.7447,0.1367,0.1426,0.3031,0.36,0.1031,0.4829
22.0851,0.0268,0.026,0.1857,0.0772,0.1062,0.126,0.1033,0.2134,0.2058,0.0711,0.3104,0.2486,1.4144,0.0816,0.0496,0.1199,0.3243,0.2507,0.4844,223.1211,0.139,0.1482,0.3119,0.3438,0.0797,0.4132
22.185,0.035,0.0345,0.181,0.1032,0.0982,0.1443,0.1032,0.1912,0.2173,0.0628,0.3352,0.161,0.8683,0.8587,0.0558,0.1127,0.3124,0.2652,0.4726,89.7713,0.144,0.1508,0.3383,0.3313,0.118,0.3165
22.285,0.0405,0.0391,0.1725,0.121,0.0892,0.1518,0.0987,0.1619,0.2154,0.0637,0.358,0.1268,1.2676,0.6907,0.0653,0.1018,0.2985,0.2498,0.4565,259.8527,0.1512,0.15,0.3656,0.3277,0.1662,0.201
22.3849,0.0423,0.0395,0.1626,0.1274,0.081,0.1491,0.0899,0.1281,0.2014,0.0735,0.3685,0.164,1.3759,0.1402,0.0741,0.0886,0.2906,0.2076,0.4462,441.2579,0.1594,0.1456,0.3795,0.3336,0.1988,0.078
22.4848,0.0402,0.0355,0.1549,0.1218,0.0753,0.1385,0.0782,0.0931,0.1806,0.0865,0.3616,0.2166,1.0826,0.5895,0.0794,0.0753,0.2937,0.1511,0.4505,572.2125,0.1674,0.1378,0.3731,0.3443,0.2081,0.0597
22.5848,0.0346,0.0277,0.1529,0.1057,0.0725,0.1241,0.0657,0.0624,0.1626,0.097,0.3384,0.2561,2.9132,1.154,0.08,0.0648,0.3058,0.1122,0.4706,635.5129,0.1739,0.1269,0.3481,0.353,0.1928,0.1714
22.6847,0.0265,0.0168,0.1573,0.083,0.0717,0.1112,0.0561,0.0481,0.1576,0.1013,0.3059,0.2803,4.2191,0.7328,0.0755,0.0602,0.3189,0.1327,0.4984,624.645,0.1781,0.1134,0.3148,0.3546,0.1557,0.2684
22.7846,0.018,0.0044,0.1652,0.0612,0.0716,0.105,0.0534,0.0595,0.1685,0.098,0.2761,0.2962,1.9332,0.5343,0.0668,0.0624,0.3247,0.186,0.5219,542.3785,0.1796,0.098,0.2903,0.3478,0.1054,0.3405
22.8845,0.0148,0.0096,0.172,0.0538,0.0716,0.1068,0.0587,0.0821,0.1874,0.0876,0.2621,0.3115,1.1245,0.4462,0.056,0.0689,0.3191,0.2314,0.5312,400.0237,0.1783,0.0817,0.2904,0.3351,0.0663,0.3834
22.9845,0.0205,0.0221,0.1741,0.0666,0.0718,0.1129,0.0685,0.1042,0.2038,0.0736,0.2689,0.3269,1.0252,1.0718,0.047,0.0765,0.3034,0.2518,0.5228,216.9049,0.1745,0.0655,0.3142,0.3225,0.0879,0.3954
23.0844,0.0289,0.0325,0.1702,0.0869,0.0737,0.1174,0.0786,0.1216,0.211,0.0641,0.2897,0.335,1.6556,0.6224,0.0451,0.0828,0.2845,0.2419,0.5011,54.4699,0.1685,0.0508,0.3454,0.3164,0.1418,0.3779
23.1843,0.0359,0.0397,0.1618,0.1047,0.0783,0.1156,0.0868,0.1329,0.2062,0.0691,0.3136,0.3244,3.1783,0.3384,0.0517,0.0867,0.273,0.2042,0.4785,208.4622,0.1608,0.0393,0.3668,0.3204,0.1907,0.3354
23.2843,0.0399,0.0431,0.1524,0.116,0.0862,0.1049,0.0919,0.1374,0.191,0.0877,0.3334,0.2856,2.3493,0.3509,0.0624,0.0882,0.2767,0.1502,0.4708,383.0344,0.1518,0.0334,0.3687,0.3323,0.223,0.2751
23.3842,0.0402,0.0422,0.1465,0.1197,0.0962,0.0846,0.0941,0.1354,0.1705,0.1101,0.347,0.2145,1.082,0.2239,0.0724,0.0877,0.2933,0.1108,0.4869,514.3273,0.1424,0.0339,0.3499,0.3459,0.234,0.2073
23.4841,0.0368,0.0372,0.147,0.116,0.1063,0.0578,0.094,0.1276,0.1529,0.1287,0.356,0.1146,2.1395,0.6738,0.0787,0.0863,0.3127,0.1306,0.5209,586.7233,0.1336,0.039,0.318,0.3547,0.223,0.1484
23.5841,0.0303,0.0287,0.1529,0.1059,0.1144,0.0413,0.0927,0.1157,0.1463,0.1393,0.3626,0.044,3.3428,1.5677,0.08,0.0851,0.3244,0.1864,0.5563,592.9443,0.1267,0.0457,0.2887,0.3549,0.1937,0.1232
23.684,0.0221,0.0175,0.1608,0.091,0.1186,0.0663,0.0915,0.102,0.1527,0.1396,0.3674,0.1624,3.8741,0.9327,0.076,0.085,0.3223,0.2365,0.5769,533.481,0.1227,0.0524,0.2804,0.3463,0.1547,0.141
23.7839,0.0156,0.0052,0.1669,0.0746,0.1175,0.1132,0.0911,0.0896,0.1657,0.1295,0.3682,0.2956,1.3862,0.5599,0.0675,0.0862,0.3068,0.2632,0.574,416.1577,0.1219,0.0583,0.2989,0.3328,0.1234,0.174
23.8839,0.0165,0.0087,0.1694,0.0626,0.1103,0.1645,0.0912,0.0819,0.1771,0.1104,0.3617,0.4137,3.4157,0.887,0.0564,0.0881,0.2849,0.2602,0.5486,255.0603,0.1239,0.0635,0.331,0.3208,0.1241,0.2005
23.9838,0.0238,0.0203,0.168,0.0627,0.0969,0.2134,0.0911,0.0814,0.1817,0.0861,0.3452,0.5051,4.4837,0.5697,0.0466,0.0895,0.2684,0.2284,0.5124,69.1846,0.1274,0.0683,0.3577,0.3167,0.156,0.2135
24.0837,0.0316,0.0298,0.1639,0.0759,0.078,0.2554,0.0896,0.0874,0.1785,0.0637,0.3181,0.5644,4.4147,0.3441,0.0433,0.0895,0.268,0.1768,0.4854,122.5929,0.1314,0.0732,0.3666,0.3221,0.195,0.214
24.1837,0.0372,0.0361,0.1586,0.0941,0.0554,0.2869,0.0856,0.0973,0.1697,0.0555,0.2834,0.5936,5.5069,1.4962,0.0491,0.087,0.2845,0.127,0.4859,296.135,0.1349,0.0788,0.3536,0.333,0.2246,0.2079
24.2836,0.0397,0.0385,0.1538,0.1099,0.0341,0.3052,0.0785,0.109,0.1602,0.0663,0.2472,0.6015,4.8609,1.5252,0.0595,0.0817,0.307,0.1204,0.5151,434.0937,0.1369,0.0856,0.3235,0.3424,0.2367,0.2042
24.3835,0.0386,0.037,0.1502,0.1187,0.0305,0.3088,0.0684,0.1215,0.1551,0.0839,0.218,0.6016,5.9453,1.0047,0.0695,0.0738,0.323,0.1626,0.5555,521.5701,0.1371,0.0936,0.2897,0.3447,0.229,0.21
24.4835,0.0342,0.0316,0.1485,0.1178,0.0502,0.2976,0.0561,0.135,0.1567,0.0979,0.2032,0.6051,7.6999,0.5766,0.0759,0.0646,0.3242,0.2112,0.5852,549.4748,0.1352,0.1026,0.2718,0.3379,0.2029,0.2252
24.5834,0.0271,0.023,0.149,0.1061,0.0746,0.2732,0.0428,0.1496,0.1632,0.104,0.2035,0.6144,5.6889,0.4358,0.0774,0.0561,0.3091,0.2418,0.5895,515.2991,0.1312,0.1121,0.2821,0.3251,0.1645,0.2429
24.6833,0.019,0.0121,0.1517,0.0848,0.0965,0.2397,0.0314,0.1648,0.1701,0.1009,0.2132,0.621,5.3871,0.9894,0.0735,0.0518,0.283,0.2451,0.5651,423.3008,0.1252,0.1217,0.3125,0.3134,0.1267,0.2546
24.7833,0.0142,0.0005,0.1564,0.0577,0.1131,0.2038,0.0263,0.1798,0.174,0.0891,0.2257,0.6107,4.2602,1.2529,0.0649,0.054,0.2581,0.2206,0.5211,283.9931,0.1178,0.1305,0.3435,0.3107,0.1122,0.2537
24.8832,0.0175,0.0119,0.1616,0.0372,0.1227,0.1768,0.03,0.1926,0.1734,0.0708,0.2378,0.5717,4.0191,1.9755,0.0537,0.0619,0.2489,0.1751,0.4783,113.0576,0.1093,0.1379,0.3595,0.3204,0.1329,0.2375
24.9831,0.025,0.0225,0.1654,0.0477,0.1246,0.1709,0.0378,0.2014,0.1698,0.0509,0.2492,0.4998,5.0215,1.1021,0.0438,0.0723,0.261,0.1272,0.4623,71.3723,0.1004,0.1433,0.3536,0.3385,0.169,0.2081
25.0831,0.0319,0.0307,0.1658,0.0754,0.1187,0.1885,0.0457,0.2042,0.1658,0.0402,0.2602,0.4028,3.9565,0.3736,0.0412,0.0821,0.2853,0.1149,0.4842,247.3109,0.0918,0.146,0.3275,0.3567,0.2001,0.1742
25.183,0.0363,0.0356,0.1618,0.1012,0.1057,0.2192,0.0521,0.1997,0.164,0.0491,0.2696,0.3081,3.354,1.0102,0.0479,0.0895,0.3068,0.1528,0.5288,396.3121,0.0845,0.1457,0.292,0.367,0.2166,0.1535
25.2829,0.0375,0.0367,0.1542,0.1185,0.0868,0.2505,0.0568,0.1872,0.1652,0.0678,0.2744,0.2738,3.0822,0.5389,0.0591,0.0936,0.3147,0.2023,0.5693,501.5548,0.0797,0.1424,0.2655,0.3655,0.2146,0.1647
25.3829,0.0352,0.0341,0.1456,0.125,0.0642,0.2741,0.0604,0.1669,0.1676,0.0853,0.2715,0.3349,3.7631,0.5069,0.0695,0.094,0.3051,0.2372,0.5851,551.1391,0.0782,0.136,0.2655,0.3529,0.1949,0.2028
25.4828,0.0298,0.0279,0.1396,0.1205,0.0416,0.2854,0.0635,0.1402,0.1686,0.0967,0.2595,0.4397,3.4643,0.6472,0.0763,0.0911,0.2815,0.2472,0.5681,539.25,0.0802,0.1268,0.2916,0.3346,0.1622,0.2476
25.5827,0.0225,0.019,0.1394,0.1066,0.0291,0.2822,0.0666,0.1102,0.1663,0.0999,0.241,0.536,1.0096,0.9197,0.0778,0.0858,0.2548,0.2301,0.523,466.8532,0.0848,0.1152,0.3254,0.3191,0.1264,0.2831
25.6827,0.0156,0.0083,0.1447,0.0873,0.0389,0.2645,0.0696,0.0833,0.1608,0.0946,0.2244,0.599,1.911,1.072,0.0739,0.0795,0.2403,0.1907,0.4679,341.7136,0.0908,0.1016,0.3487,0.3143,0.1063,0.3003
25.7826,0.0141,0.0036,0.1523,0.0687,0.058,0.2338,0.0723,0.0715,0.1545,0.0818,0.2224,0.6188,2.4133,0.4353,0.0651,0.074,0.2482,0.1423,0.4315,177.9626,0.0968,0.0868,0.3515,0.3224,0.1174,0.2948
25.8825,0.0196,0.0145,0.1581,0.0602,0.076,0.1927,0.0743,0.0831,0.1512,0.0639,0.2431,0.5952,2.3708,1.0192,0.0532,0.0709,0.2726,0.1128,0.4364,27.5265,0.1019,0.0719,0.3322,0.338,0.1477,0.266
25.9825,0.0267,0.0239,0.1593,0.0669,0.0898,0.1452,0.0755,0.1078,0.1535,0.0466,0.2816,0.5355,2.9012,1.0835,0.0418,0.0708,0.2982,0.1296,0.4763,197.2837,0.1055,0.0589,0.298,0.3526,0.1774,0.2184
26.0824,0.0324,0.0307,0.1552,0.0818,0.098,0.097,0.0758,0.1334,0.1609,0.0409,0.3256,0.4519,1.4294,0.6294,0.0366,0.0733,0.3123,0.1699,0.5223,361.6619,0.1074,0.0508,0.2643,0.3592,0.1954,0.1639
26.1823,0.0353,0.0343,0.1475,0.0967,0.1004,0.0614,0.0757,0.1536,0.1694,0.052,0.3641,0.3595,3.3752,0.8206,0.0418,0.0769,0.309,0.2026,0.5483,486.7696,0.1075,0.0507,0.2511,0.3551,0.1974,0.1316
26.2823,0.035,0.0343,0.1393,0.1073,0.0973,0.0643,0.0757,0.1656,0.1745,0.0691,0.3903,0.2739,4.4842,0.9592,0.0528,0.0801,0.2896,0.214,0.5405,557.5347,0.1059,0.0581,0.2668,0.3424,0.1829,0.1563
26.3822,0.0315,0.0307,0.1344,0.1119,0.0893,0.0953,0.076,0.1678,0.1732,0.0837,0.4019,0.2113,2.7533,0.6755,0.0638,0.0823,0.2625,0.2004,0.4993,565.2794,0.1031,0.0696,0.2985,0.3275,0.1549,0.218
26.4821,0.0255,0.024,0.1346,0.1098,0.078,0.1277,0.0765,0.16,0.165,0.0921,0.4001,0.1911,1.6488,0.8738,0.0718,0.0831,0.2418,0.1658,0.4385,508.6205,0.1,0.0823,0.3263,0.3181,0.1211,0.2826
26.5821,0.0183,0.0149,0.1391,0.1008,0.0655,0.1523,0.0768,0.143,0.1525,0.093,0.3887,0.2258,0.8797,1.4156,0.0753,0.0832,0.2404,0.1229,0.3858,393.8927,0.0978,0.0942,0.3368,0.3193,0.0965,0.3328
26.682,0.0135,0.005,0.145,0.0854,0.0549,0.1661,0.0763,0.1183,0.1411,0.0863,0.3722,0.306,1.8149,0.2461,0.0741,0.0834,0.2585,0.1015,0.3729,235.4444,0.0974,0.1045,0.3256,0.3296,0.1001,0.3599
26.7819,0.0158,0.0079,0.1498,0.0653,0.0497,0.1681,0.0745,0.0881,0.1375,0.0732,0.3534,0.4144,1.6023,0.5441,0.0687,0.0848,0.2831,0.1261,0.4055,70.7314,0.0995,0.1123,0.2964,0.3421,0.1273,0.3596
26.8819,0.0226,0.0179,0.1519,0.0456,0.0514,0.1586,0.0714,0.0553,0.1445,0.0559,0.3321,0.5358,1.7335,0.7054,0.0604,0.0882,0.3003,0.1698,0.4552,165.7968,0.1041,0.1172,0.2614,0.349,0.1582,0.3313
26.9818,0.0293,0.0262,0.1512,0.0406,0.0575,0.1394,0.0674,0.0254,0.1582,0.0386,0.3053,0.6545,0.9036,1.0129,0.0513,0.0934,0.3021,0.2046,0.4904,336.833,0.1104,0.1188,0.2396,0.3454,0.1806,0.2781
27.0817,0.0339,0.032,0.1484,0.058,0.0641,0.1137,0.0637,0.024,0.1713,0.0297,0.2691,0.7548,1.3367,1.2019,0.0444,0.0996,0.2874,0.2187,0.4932,473.4538,0.1175,0.1172,0.2453,0.3313,0.1892,0.2078
27.1816,0.0356,0.0345,0.1444,0.0826,0.0687,0.0877,0.0617,0.0477,0.1779,0.0365,0.2222,0.8229,2.3704,1.5304,0.0425,0.1055,0.262,0.2089,0.4598,555.8137,0.1246,0.1124,0.2727,0.3108,0.1827,0.137
27.2816,0.0341,0.0336,0.1398,0.1041,0.0705,0.0719,0.0623,0.0691,0.175,0.0497,0.1687,0.8488,0.4002,0.3843,0.0455,0.1098,0.2379,0.1788,0.4003,573.129,0.1314,0.1047,0.3027,0.292,0.1634,0.1108
27.3815,0.0298,0.0294,0.1355,0.1177,0.0695,0.0766,0.0653,0.084,0.1627,0.061,0.1251,0.8283,2.7115,0.7315,0.0507,0.1116,0.229,0.1406,0.3392,522.8202,0.1374,0.0946,0.3196,0.283,0.1376,0.1596
27.4814,0.0235,0.0224,0.1323,0.1209,0.0673,0.0954,0.0692,0.091,0.1447,0.0672,0.1249,0.7633,3.3559,0.3967,0.0553,0.1103,0.2403,0.1186,0.3123,410.8056,0.1425,0.0827,0.3164,0.2866,0.1173,0.2312
27.5814,0.0171,0.0135,0.1314,0.1128,0.0655,0.1154,0.0722,0.0898,0.1286,0.0671,0.1703,0.6619,2.5944,0.7473,0.0578,0.1057,0.2628,0.1343,0.337,251.7785,0.1463,0.0693,0.294,0.2985,0.1171,0.2945
27.6813,0.0144,0.0053,0.1334,0.0945,0.066,0.1292,0.073,0.0807,0.1232,0.0609,0.2272,0.5371,2.4519,1.3882,0.058,0.0981,0.2826,0.1714,0.3882,82.7859,0.1484,0.0549,0.2616,0.3107,0.1383,0.3385
27.7812,0.0182,0.0095,0.1378,0.0691,0.0693,0.1334,0.0704,0.0646,0.1321,0.05,0.2752,0.405,0.3697,1.2826,0.0563,0.0886,0.2899,0.2038,0.4303,162.7065,0.1488,0.0399,0.2358,0.3164,0.1676,0.3594
27.8812,0.0244,0.0182,0.1429,0.044,0.0744,0.127,0.0644,0.0443,0.1486,0.0376,0.3056,0.2826,1.1236,1.2688,0.0539,0.0785,0.2816,0.2184,0.4423,337.9048,0.1472,0.0245,0.2334,0.3133,0.1929,0.3569
27.9811,0.03,0.0255,0.1463,0.0377,0.0796,0.1105,0.0556,0.0315,0.1637,0.0306,0.3158,0.1851,2.2793,0.7782,0.0521,0.07,0.2613,0.2108,0.4181,479.453,0.1439,0.0097,0.255,0.3037,0.2075,0.3343
28.081,0.0333,0.0303,0.1461,0.0564,0.0833,0.0862,0.0463,0.0479,0.1708,0.0364,0.3077,0.1245,2.4295,0.4521,0.0516,0.0653,0.2383,0.1839,0.3645,565.6393,0.1395,0.0072,0.2847,0.2938,0.2089,0.2973
28.181,0.0337,0.032,0.1416,0.0785,0.0845,0.0584,0.0411,0.0815,0.1674,0.0496,0.2873,0.1075,2.1286,0.8291,0.0525,0.0658,0.2251,0.148,0.3026,585.1318,0.1347,0.0205,0.3057,0.2907,0.1976,0.2537
28.2809,0.0312,0.0305,0.134,0.0944,0.0828,0.0389,0.045,0.1195,0.1542,0.0625,0.2632,0.1321,1.4102,0.6259,0.0537,0.0706,0.2295,0.1232,0.2675,535.4198,0.1303,0.0331,0.3084,0.2979,0.1774,0.2124
28.3808,0.0263,0.026,0.126,0.1012,0.0786,0.0479,0.057,0.1573,0.1358,0.0714,0.2436,0.1899,1.6683,0.3185,0.0543,0.0773,0.2472,0.1302,0.2848,423.2317,0.1269,0.0441,0.2917,0.3121,0.1549,0.1815
28.4808,0.0198,0.0191,0.1213,0.0984,0.0724,0.0737,0.0721,0.192,0.1202,0.0746,0.2328,0.269,1.6625,0.9088,0.0538,0.0837,0.2663,0.1595,0.3344,266.0025,0.1246,0.0532,0.2619,0.3259,0.1397,0.1652
28.5807,0.0141,0.0107,0.1219,0.0876,0.0653,0.0994,0.0866,0.2211,0.1165,0.0715,0.2281,0.3547,0.7484,0.6822,0.0525,0.0883,0.2765,0.187,0.3792,116.0129,0.1233,0.0601,0.2331,0.332,0.1399,0.1615
28.6806,0.0132,0.0034,0.127,0.0717,0.058,0.1196,0.0984,0.2427,0.127,0.0626,0.2236,0.4307,1.2557,0.722,0.0514,0.0901,0.2732,0.1988,0.3963,188.3004,0.123,0.0647,0.2229,0.3266,0.1539,0.1662
28.7806,0.0179,0.0089,0.1331,0.0552,0.0515,0.1324,0.1062,0.2552,0.144,0.0492,0.2155,0.4823,0.5252,0.5238,0.0521,0.0891,0.2575,0.1901,0.3781,357.4054,0.1233,0.0674,0.2378,0.3105,0.1726,0.1788
28.8805,0.0237,0.0165,0.1368,0.0454,0.0465,0.1375,0.1095,0.2579,0.1583,0.0338,0.2057,0.4983,0.728,0.4075,0.0556,0.0856,0.2357,0.1637,0.3291,497.9484,0.1244,0.0682,0.2655,0.2895,0.1873,0.2021
28.9804,0.028,0.0222,0.1363,0.0484,0.0435,0.1353,0.1081,0.2508,0.1641,0.0233,0.2017,0.4728,1.2634,0.4122,0.0615,0.0805,0.218,0.1308,0.2678,583.196,0.1262,0.0678,0.2883,0.2735,0.1929,0.238
29.0804,0.03,0.0254,0.1321,0.0606,0.0427,0.1271,0.1027,0.2349,0.1589,0.0287,0.2115,0.4059,0.4535,0.5764,0.0683,0.0751,0.2133,0.1143,0.2296,600.7883,0.1285,0.0668,0.2949,0.2714,0.1871,0.2832
29.1803,0.0292,0.0256,0.1266,0.0749,0.0441,0.1144,0.0941,0.2119,0.1435,0.0434,0.2358,0.3035,2.537,0.5923,0.0743,0.0713,0.2224,0.132,0.247,548.0753,0.1311,0.0658,0.282,0.2848,0.1703,0.3306
29.2802,0.0258,0.023,0.1236,0.0872,0.0475,0.0991,0.0834,0.1843,0.1214,0.0579,0.2664,0.1764,2.8518,1.3382,0.0782,0.0704,0.2378,0.1675,0.3024,431.9544,0.1334,0.0656,0.2545,0.306,0.145,0.3716
29.3802,0.0206,0.0181,0.126,0.0953,0.0521,0.0827,0.0717,0.1549,0.0996,0.0687,0.2931,0.0388,1.8208,1.1611,0.0791,0.073,0.2508,0.1981,0.3564,269.8737,0.1352,0.0666,0.2261,0.3248,0.1158,0.398
29.4801,0.0151,0.0121,0.1343,0.0977,0.0571,0.0668,0.0599,0.1267,0.0888,0.0739,0.3079,0.098,0.6693,1.2796,0.0767,0.0782,0.2565,0.2119,0.3854,112.0498,0.136,0.0689,0.2168,0.3339,0.09,0.4031
29.58,0.0129,0.0089,0.1459,0.0933,0.0616,0.0532,0.0483,0.1022,0.0951,0.0729,0.3065,0.2181,2.8096,0.7735,0.0716,0.0844,0.2555,0.2049,0.3806,184.8316,0.1358,0.0719,0.2367,0.3309,0.0769,0.3824
29.68,0.0162,0.013,0.1578,0.082,0.065,0.0449,0.0372,0.0827,0.112,0.0659,0.2891,0.3148,2.2837,0.5713,0.065,0.09,0.2522,0.1799,0.3446,357.2856,0.1345,0.0748,0.2742,0.3188,0.0801,0.334
29.7799,0.0218,0.0198,0.1674,0.0648,0.067,0.0462,0.0262,0.0677,0.1291,0.0544,0.2596,0.3851,0.6471,0.3829,0.0587,0.094,0.2525,0.1469,0.2903,499.3464,0.1323,0.0768,0.3101,0.3043,0.0908,0.2587
29.8798,0.0268,0.026,0.1733,0.0468,0.0676,0.058,0.0151,0.0552,0.1405,0.0423,0.2262,0.4314,1.6445,1.0235,0.0546,0.0955,0.2599,0.1249,0.2428,585.22,0.1292,0.0773,0.331,0.2956,0.0988,0.1612
29.9798,0.0297,0.0302,0.1751,0.0412,0.067,0.0768,0.0067,0.0435,0.1443,0.038,0.2004,0.4606,2.2664,1.2771,0.0538,0.0945,0.2724,0.1321,0.2319,603.2301,0.126,0.0757,0.3314,0.2979,0.0999,0.057
30.0797,0.0302,0.0318,0.1728,0.0568,0.0662,0.0995,0.013,0.0344,0.1418,0.0469,0.1926,0.4801,3.3139,1.6598,0.0555,0.091,0.2848,0.1593,0.2602,551.4304,0.1233,0.0721,0.3126,0.3094,0.0942,0.099
30.1796,0.028,0.0306,0.1667,0.0802,0.0665,0.1236,0.0247,0.0356,0.1365,0.0618,0.2039,0.4939,2.8845,0.8477,0.0575,0.0857,0.2912,0.1846,0.2984,437.4277,0.1219,0.0666,0.2825,0.3231,0.087,0.2217
30.2796,0.0237,0.0266,0.1576,0.1007,0.0691,0.1472,0.0362,0.0505,0.1331,0.0754,0.2256,0.5007,1.9533,0.6032,0.0577,0.0794,0.2886,0.1943,0.3208,279.3916,0.1225,0.0593,0.2547,0.3316,0.0884,0.3397
30.3795,0.0182,0.0206,0.1469,0.1133,0.0748,0.1685,0.0465,0.0726,0.1349,0.0835,0.2487,0.4946,3.9146,0.3226,0.0547,0.0734,0.2774,0.1833,0.3161,125.8978,0.125,0.0506,0.2434,0.3307,0.1058,0.4409
30.4794,0.0141,0.0137,0.1367,0.1156,0.0833,0.1857,0.0549,0.0961,0.1415,0.084,0.2686,0.4696,4.7607,1.278,0.0481,0.0689,0.2615,0.1532,0.2854,177.4668,0.129,0.041,0.2527,0.3205,0.1354,0.5168
30.5794,0.0147,0.0095,0.1298,0.107,0.0937,0.1972,0.0611,0.1179,0.1496,0.0767,0.2854,0.4227,5.1625,1.5273,0.0385,0.0671,0.247,0.1139,0.2417,338.9279,0.134,0.0317,0.2723,0.3054,0.1692,0.5614
30.6793,0.0195,0.0128,0.1282,0.0888,0.1043,0.2018,0.0651,0.1354,0.1551,0.0622,0.3006,0.3574,3.898,1.5335,0.0285,0.0685,0.2395,0.0898,0.2114,473.7162,0.1392,0.0257,0.2879,0.2926,0.2002,0.5711
30.7792,0.025,0.0194,0.1317,0.0645,0.1137,0.1989,0.0674,0.147,0.1558,0.0432,0.3158,0.2854,2.124,0.8053,0.0243,0.0726,0.2408,0.1084,0.2213,554.192,0.1439,0.0273,0.2905,0.2889,0.2237,0.5453
30.8792,0.0293,0.0253,0.1377,0.0416,0.1203,0.189,0.0683,0.1516,0.1513,0.0261,0.3301,0.2303,3.1615,0.7966,0.0312,0.0785,0.2476,0.1488,0.2637,568.9184,0.1477,0.0367,0.278,0.2959,0.2369,0.4863
30.9791,0.0313,0.029,0.143,0.037,0.1228,0.174,0.0686,0.1488,0.1435,0.0268,0.3409,0.2206,3.2698,0.5095,0.0437,0.085,0.2543,0.1833,0.309,516.136,0.1502,0.0499,0.2556,0.309,0.2388,0.4006
31.079,0.0307,0.0302,0.1447,0.0539,0.1203,0.1579,0.0685,0.1387,0.1361,0.0429,0.3443,0.2552,3.9167,0.9494,0.0559,0.0915,0.2565,0.1998,0.3361,402.9739,0.151,0.0644,0.2344,0.3207,0.2306,0.3011
31.1789,0.0278,0.0285,0.1421,0.0732,0.1121,0.1474,0.0679,0.1221,0.1326,0.0586,0.3374,0.3034,4.0966,0.9743,0.0652,0.0972,0.2528,0.1952,0.3361,245.2533,0.1499,0.079,0.2269,0.3248,0.2164,0.2181
31.2789,0.023,0.0242,0.1361,0.087,0.0982,0.15,0.0665,0.1002,0.1344,0.0687,0.3189,0.3432,3.0557,0.7224,0.0698,0.1018,0.2448,0.1733,0.3104,81.5408,0.147,0.093,0.2375,0.3187,0.203,0.2134
